name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId
The Genesis Order,02-04-2024,173321,15.39,2346551.0,18.6095826363562,0,Indie,NLT Media,NLT Media,2553870
Killer Klowns from Outer Space: The Game,04-06-2024,64300,40.39.00,2314221.0,21.16766952023593,78,Indie,IllFonic Publishing,"IllFonic,Teravision Games",1556100
TopSpin 2K25,25-04-2024,45454,60.39.00,2299213.0,17.322994898766265,49,Indie,2K Games,Hangar 13,1785650
SOUTH PARK: SNOW DAY!,26-03-2024,83739,30.39.00,2265184.0,4.835970573387596,53,AA,THQ Nordic,Question,1214650
Rail Route,22-02-2024,139096,25.39.00,2255205.0,20.786639916873984,92,Indie,Bitrich.info,Bitrich.info,1124180
UNDER NIGHT IN-BIRTH II Sys:Celes,24-01-2024,56781,50.39.00,2247373.0,32.03274584538905,82,AA,Arc System Works,"FRENCH-BREAD,Arc System Works",2076010
Jujutsu Kaisen Cursed Clash,01-02-2024,42729,60.39.00,2207967.0,11.63491680640775,55,AA,Bandai Namco Entertainment Inc.,Byking Inc.,1877020
Atelier Resleriana: Forgotten Alchemy and the Polar Night Liberator,24-01-2024,137669,0.0,2197863.0,37.10854335586316,53,Indie,KOEI TECMO GAMES,"KOEI TECMO GAMES,Akatsuki Games Inc.",2594920
BUNNY GARDEN,18-04-2024,102708,25.39.00,2172825.0,5.88196947795539,94,Indie,qureate,qureate,2654470
Depersonalization,08-08-2024,164038,20.39,2159417.0,8.589737121444603,94,AA,Gamera Games,MeowNature,1477070
Gladiator Guild Manager,22-06-2024,288820,15.39,2112751.0,6.271641034677983,83,Indie,"GrabTheGames,Gamera Games,UpgradePoint",Entertainment Forge,1043260
PANICORE,31-05-2024,485121,05.39,2094731.0,4.136291829591577,79,Indie,ZTEK Studio,ZTEK Studio,2695940
Terminator: Dark Fate - Defiance,21-02-2024,59124,40.39.00,2060085.0,27.542340994676504,79,AA,Slitherine Ltd.,Slitherine Ltd.,1839950
Sword of Convallaria,31-07-2024,236805,0.0,2044690.0,24.98715681366647,73,Indie,XD,XD,2526380
Goat Simulator 3,15-02-2024,140967,30.39.00,2033656.0,16.64641648994527,97,AA,Coffee Stain Publishing,Coffee Stain North,850190
Third Crisis,19-05-2024,116466,25.39.00,2002691.0,11.262251560361456,95,Indie,Anduo Games,Anduo Games,1260820
Taxi Life: A City Driving Simulator,07-03-2024,77813,30.39.00,1998591.0,8.299960397722103,56,AA,Nacon,Simteract,1351240
The Casting of Frank Stone™,03-09-2024,54672,40.39.00,1967699.0,4.249148340961347,63,AA,Behaviour Interactive Inc.,Supermassive Games,2223840
"Knowledge, or know Lady",28-03-2024,409646,07.39,1945765.0,6.768113464360378,96,Indie,蒸汽满满工作室,蒸汽满满工作室,2786680
Survival: Fountain of Youth,21-05-2024,98313,28.39.00,1913709.0,40.650295048620855,88,Indie,"Twin Sails Interactive,CE-Asia",Odinsoft Inc.,1967630
The Crew Motorfest,18-04-2024,56044,70.39.00,1902618.0,18.217623809575706,59,AAA,Ubisoft,Ubisoft Ivory Tower,2698940
Crime Boss: Rockay City,18-06-2024,127004,20.39,1900409.0,18.96476807453572,73,AA,505 Games,INGAME STUDIOS,2933080
Alone in the Dark,20-03-2024,45547,60.39.00,1898159.0,7.624716562984021,78,AA,THQ Nordic,Pieces Interactive,1310410
April 24th,23-04-2024,13978,05.39,58819.0,0.7359780707779322,85,Indie,EMIKA_GAMES,NOBODY,2907190
LipTrip ~My Boss Is My Heat Suppressant?!~,14-04-2024,6572,11.39,58776.0,2.229134939512905,83,Indie,"HUBLOTS,LoveStoryProject",SukeraSomero,2793290
Drive Me Crazy,12-07-2024,5626,13.39,58736.0,6.719917339222743,74,Indie,Tenth Art Studio,wwqk Studio,2918550
Star Trek Legends,02-09-2024,3937,20.39,58487.0,34.51471767361909,69,Indie,Tilting Point,Emerald City Games,2765460
Pricolage -IDOLIZED-,19-02-2024,9030,08.39,58380.0,1.129631019169127,74,Indie,Annulus,HIJIKI,2510890
Beauties! They're All After Me,21-06-2024,9004,09.39,58249.0,11.781097157141604,91,Indie,Beauties! They're All After Me,Beauties! They're All After Me,2873760
PegIdle,19-06-2024,14308,05.39,58248.0,43.43774505157989,79,Indie,EagleEye Games,EagleEye Games,2821890
Bulletstorm VR,18-01-2024,1677,40.39.00,58243.0,1.5560455601858747,42,Indie,People Can Fly,Incuvo,2451320
DIRECT CONTACT,29-02-2024,3373,20.39,58027.0,6.3026994607693485,32,Indie,Mountain 81,Mountain 81,2084450
Leap Year,13-06-2024,12917,05.39,58010.0,1.801851040328595,99,Indie,"Daniel Linssen,Sokpop Collective",Daniel Linssen,2951770
Alice in the Nightmare Land,07-06-2024,5522,13.39,57974.0,3.1800400261125,87,Indie,OTAKU Plan,Tsukki's Tea Party,2583430
Dungeon Keeper Gold™,07-03-2024,30374,05.39,57919.0,9.718970792205097,95,AAA,Electronic Arts,Bullfrog Productions,1996630
Yolk Heroes: A Long Tamago,20-05-2024,8825,08.39,57880.0,39.328561198480905,96,Indie,"14 Hours Productions,Astrolabe Games",14 Hours Productions,2417850
女神保卫战,24-05-2024,7096,10.39,57683.0,5.124420630852716,75,Indie,我的同居女神竟是小姨子,我的同居女神竟是小姨子,2933180
子归 - Blossom,18-07-2024,9933,08.39,57614.0,4.020366092234975,0,Indie,糯米团子工作室,糯米团子工作室,2579280
Leaving DNA,07-03-2024,6061,12.39,57464.0,5.139572696455877,87,Indie,The Impious Monk,The Impious Monk,2415240
Morimens,01-08-2024,15770,0.0,57436.540278163455,13.384947274205794,63,Indie,B.I.A.V. Studio,B.I.A.V. Studio,3052450
Haunted House,10-01-2024,11008,09.39,57387.0,4.04629417359116,85,Indie,Genuine Studio,Genuine Studio,2376540
Crawling Lab,16-06-2024,13940,05.39,57371.0,7.859513090811096,83,Indie,eTIRUe,eTIRUe,2637070
KAMITSUBAKI CITY ENSEMBLE,28-08-2024,17421,04.39,57163.0,3.618618537414159,62,Indie,"KAMITSUBAKI STUDIO,Studio Lalala","KAMITSUBAKI STUDIO,Studio Lalala",2581050
Commando Collection,26-07-2024,13988,05.39,57114.0,2.195678782003565,99,Indie,Macrojoy,Macrojoy,3059010
Story Of Eve 2,25-04-2024,6937,10.39,57000.0,2.441362377180889,82,Indie,"Mango Party,Mango Party News",SmallSqurriel,1959520
Incubus Quest,12-01-2024,4931,15.39,56928.0,3.984279687862555,79,Indie,Kagura Games,SweetRaspberry,2429890
Mashiroiro Symphony HD -Sana Edition-,01-05-2024,3374,30.39.00,56826.0,15.587132012446787,88,Indie,Shiravune,Palette,2737980
"Magical Mic Duel: Senpai, Hear My Spell",23-05-2024,12868,07.39,56611.0,0.6995787387464362,92,Indie,ReLU Games,ReLU Games,2696400
EXIT KUN,04-02-2024,31148,03.39,56542.0,1.6875465233684876,85,Indie,AIKUN,"IKUN&KUN,AIKUN",2781370
Space industrial empire,24-05-2024,12991,06.39,56264.0,185.925273584738,83,Indie,游戏养家工作室,游戏养家工作室,2423620
Flock,16-07-2024,3422,20.39,56222.0,5.0648597179177,95,AA,Annapurna Interactive,"Hollow Ponds,Richard Hogg",1472930
USC: Counterforce,18-07-2024,4557,20.39,56116.0,12.624011194681223,76,Indie,Firesquid,"Angry Cat Studios,Creatio 49",1574870
Rack and Slay,27-05-2024,11532,06.39,56109.0,9.014412644766326,94,Indie,2 Left Thumbs,Ludokultur,2311990
Gordian Rooms 2: A curious island,19-01-2024,2891,25.39.00,56094.0,14.573450988254375,74,Indie,Crimsonite Games,Crimsonite Games,1528220
Honeymoon : Mystery Journey,04-04-2024,6849,10.39,56018.0,1.613685089483286,86,Indie,"Mango Party,Mango Party News",Gentleman.LTD,2483970
Hauntii,23-05-2024,3825,20.39,55934.0,5.999272463046797,90,Indie,Firestoke,Moonloop Games,2060790
Arranger: A Role-Puzzling Adventure,25-07-2024,3400,20.39,55837.0,3.963704938583484,95,Indie,Furniture & Mattress LLC,Furniture & Mattress LLC,2596420
Secrets of the Heartbeat,07-06-2024,13018,10.39,55727.0,2.6283030530483527,89,Indie,RainbowGame,RainbowGame,2774190
"Kingdom, Dungeon, and Hero",01-07-2024,2158,30.39.00,55543.0,13.419890616501409,84,Indie,Kraken Studios,Kraken Studios,2572400
ReRoad,26-06-2024,4185,15.39,55440.0,5.11095355691673,78,Indie,Rabbithole Games,Rabbithole Games,1304130
Petit Game Collection vol.1,19-01-2024,11241,08.39,55429.0,2.975158869813168,0,Indie,WSS playground,WSS playground,2757490
Nie No Hakoniwa - Dollhouse of Offerings,15-02-2024,2185,30.39.00,55324.0,9.778930254944072,78,Indie,Sekai Project,Chatte Noire,2527450
Mimic Logic,22-02-2024,15387,04.39,55254.0,9.843984440009253,99,Indie,Nihohe Soft,Nihohe Soft,2455920
Body Pay,19-04-2024,8417,08.39,55093.0,1.4329818666749834,77,Indie,Cheese Burger Studio,Cheese Burger Studio,2909170
COLLEGE SEX FEST 2024,02-05-2024,6723,13.39,54904.0,1.967925174231157,62,Indie,Inturo Games Inc.,Inturo Games Inc.,2842860
Human Farm - Practice Section,08-03-2024,10095,07.39,54805.0,2.104899164154087,86,Indie,072 Project,とっくり海月,2516590
YUME 4,12-01-2024,18572,05.39,54457.0,1.2250755579041477,78,Indie,Lovely Games,,2602730
PERFECT CELLS PROJECT,31-07-2024,6494,10.39,54356.0,1.957793964661488,81,Indie,Playmeow,ShinshiMoustache,2688650
Sex Euphoria 💖,03-02-2024,8232,10.39,54348.0,1.6484623283506317,74,Indie,Romantic Room,Romantic Room,2740180
Feed the Deep,16-08-2024,9909,07.39,54316.0,3.405209908163857,94,Indie,Luke Muscat,Luke Muscat,2332260
Lifecraft,16-04-2024,2832,23.39,54293.0,9.238948160822265,83,Indie,Pixbits,Pixbits,1839930
Valiant Hearts: Coming Home,24-05-2024,4242,15.39,54185.0,1.9642139752926429,66,AAA,Ubisoft,"Ubisoft Da Nang,Ubisoft Montpellier",2741360
RKGK / Rakugaki,22-05-2024,3298,20.39,54015.0,3.516789972301656,77,Indie,Wabisabi Games,Wabisabi Games,2146570
Chill Town,22-03-2024,4474,15.39,53847.0,8.455069857008738,72,Indie,Low-Hi Tech,Low-Hi Tech,1940200
Werewolf: The Apocalypse — The Book of Hungry Names,25-04-2024,3708,20.39,53836.0,20.215550109267717,89,Indie,Choice of Games,Choice of Games,2402280
"美女,应接不暇",14-05-2024,8294,10.39,53711.0,4.90755358007216,89,Indie,筠悦游戏,筠悦游戏,2753730
Heroes of Eternal Quest,23-01-2024,5554,12.39,53606.0,5.211472233432033,79,Indie,Surefire.Games,Drakkar Game Studio,2234200
Coin Pusher Casino,29-02-2024,5712,12.45,53577.0,20.553733584586254,90,Indie,TreeNutsGames,TreeNutsGames,2178590
Lunar's Chosen - Episode 1,21-03-2024,6065,12.39,53520.0,17.04048723468547,89,Indie,PTGames,PTGames,1695680
Love Chase,20-05-2024,11298,06.39,53201.0,5.78766925311464,88,Indie,Topgame,Topgame,2812850
Ocean Keeper: Dome Survival,18-07-2024,8573,08.39,53194.0,3.3624747089534006,87,Indie,RetroStyle Games,RetroStyle Games,2845630
Innocent Grape,21-06-2024,9419,07.39,53093.0,1.263656828427289,86,Indie,TopHouse Publishing,"TopHouse Studio,Abel Games",2924050
The Land Beneath Us,13-05-2024,4863,15.39,53038.0,7.226468390806144,83,Indie,"Dear Villagers,Gamera Games",FairPlay Studios Co. Ltd,2131010
KUNKUN Defender,02-05-2024,24898,03.39,52877.0,2.503987080889346,98,Indie,Seal,Seal,2902540
Sex Magic 🔮,24-02-2024,8640,10.39,52803.0,1.5494840840141335,74,Indie,Lust Desires 🖤,Lust Desires 🖤,2800520
My Horse: Bonded Spirits,19-06-2024,3457,20.39,52635.0,3.1240758472671737,57,Indie,"Games Incubator,PlayWay S.A.",Games Incubator,2376970
Suzukuri Dungeon: Karin in the Mountain,20-08-2024,2908,25.39.00,52578.0,7.88879147866267,80,Indie,Shiravune,Karin Project,1552140
BAKERU,03-09-2024,1611,40.39.00,52181.0,3.104794863653244,97,AA,"Spike Chunsoft Co., Ltd.","Good-Feel Co., Ltd.",2969380
Cricket Captain 2024,06-06-2024,1932,30.39.00,52146.0,34.64194315756216,71,Indie,Childish Things Ltd,Childish Things Ltd,2900670
The Last Alchemist,12-07-2024,3193,20.39,51994.0,5.495677661356906,82,Indie,Marvelous Europe,Vile Monarch,1536570
Single By Choice,23-06-2024,7910,08.39,51747.0,2.2513127333238527,93,Indie,"LewdLoco,AIROTS","AIROTS,非魚創意",2812180
Demonsomnia,13-08-2024,4813,14.39,51562.0,1.2559833898863375,32,Indie,Woziva,Woziva,2506820
Sophia the Traveler,11-04-2024,7069,09.39,51514.0,2.18323889731405,90,Indie,Thermite Games,Memo Gogo,1602540
Thought Experiment Simulator,22-07-2024,12613,05.39,51396.0,1.4312099535342595,86,AA,Gamera Games,HoHo Game Studio,2696320
Hotel Business Simulator,04-06-2024,5597,13.39,51368.0,8.127616664306808,50,Indie,Midnight Games,Geekon,2738870
We Are Lost,20-02-2024,8863,10.39,51305.0,2.226043906490635,72,Indie,MaDDoG,MaDDoG,2431690
Fate and Life: The Mystery of Vaulinhorn,05-04-2024,5595,12.39,51279.0,4.576615510778872,80,Indie,Celestial Novel,Celestial Novel,2549200
California Swingers Club - Season 1: Sea Swap,13-03-2024,7135,10.39,51169.0,1.2747399147093406,59,Indie,Swingers Club,Swingers Club,2804310
Pixel Art Academy: Learn Mode,05-08-2024,5114,12.0,51096.0,3.4372901467593326,97,Indie,Retronator,Matej 'Retro' Jan,2330360
My Shameless StepMom,18-05-2024,9167,10.39,51051.0,1.510390495129179,71,Indie,Lust Desires 🖤,Lust Desires 🖤,2889290
Between Horizons,25-03-2024,4113,16.39,50813.0,4.525920436429165,92,Indie,Assemble Entertainment,DigiTales Interactive,1921980
Colonize,15-02-2024,3988,16.39,50645.0,6.1006650249422725,45,Indie,CreativeForge Games,Rembrosoft,1573590
The Crimson Diamond,15-08-2024,3957,15.39,50297.0,6.760505785526912,99,Indie,Julia Minamata,Julia Minamata,1098770
Inverted Angel,05-07-2024,9298,07.39,50253.0,5.270591232140886,90,Indie,SCIKA,SCIKA,2894960
Regency Solitaire II,22-02-2024,4177,15.39,50242.0,8.382209675769408,98,Indie,Grey Alien Games,Grey Alien Games,2137470
南栀 Unwavering love,28-02-2024,9559,09.39,50240.0,5.145861173504191,0,Indie,白露社,白露社,2712580
My MILF Stepmom 2: Family Party💋,04-04-2024,8883,07.39,50102.0,1.854529343715712,80,Indie,DuaWolf Studio,DuaWolf,2694600
Xanadu Land,17-01-2024,26815,0.0,49957.0,14.049678382618964,82,Indie,whiteisle Studio,whiteisle Studio,2258890
PC Tycoon 2,28-03-2024,7036,08.39,49651.0,7.007896529641118,80,Indie,Insignis Games,Insignis Games,2832320
Creepy Tale: Some Other Place,30-05-2024,6347,10.39,49590.0,2.7667740390690607,0,Indie,Creepy Brothers,Creepy Brothers,2476100
混沌战域,09-05-2024,19862,0.0,49428.0,6.1341746240734505,75,Indie,XQ-game,XQ-game,2936360
Redemption of Li Wei,11-04-2024,9601,07.39,49239.0,0.9969888684520324,54,Indie,救赎,"救赎,Avator",2873820
Mika and The Witch's Mountain,21-08-2024,3038,20.39,49191.0,3.354944445221463,96,Indie,Chibig,"Chibig,Nukefist",1819460
Wantless : Solace at World’s End,16-05-2024,4026,18.39,49173.0,22.30725574731829,92,Indie,Twin Sails Interactive,Drop Rate Studio,1807090
Dragon Eclipse,24-06-2024,4688,13.39,49153.0,3.968593702469445,77,Indie,Awaken Realms,Fardust,2626860
BATTLE CRUSH,26-06-2024,62503,0.0,49147.0,16.5554219119682,49,Indie,NCSOFT Corporation,NCSOFT Corporation,2287920
Hilda and the tower of Lust,19-04-2024,4014,16.39,49054.0,1.7791082839865036,83,Indie,072 Project,キラ☆タマ,2551290
Director Simulator,26-07-2024,5036,13.39,49036.0,6.508198725287025,0,Indie,GOLDEN AGE,GOLDEN AGE,2803060
Plane Accident,20-02-2024,5489,12.39,49026.0,1.9297327606821149,70,Indie,"Duality Games,HeartBeat Games","White Pig Games,Spirit Games Studio",1682340
Geneforge 2 - Infestation,27-03-2024,3048,20.39,49010.0,24.31174294563878,99,Indie,Spiderweb Software,Spiderweb Software,2480560
"Ready, Steady, Ship!",19-04-2024,4620,15.39,48929.0,3.1407686348423383,76,Indie,"Untold Tales,Gamersky Games",Jollybits Games,2225610
The Fancy Pants Adventures: Classic Pack,18-02-2024,6308,10.39,48853.0,2.7194622738017378,94,Indie,2 Left Thumbs,Borne Games,1668460
Chushpan Simulator,01-02-2024,47089,02.39,48823.0,1.344691514321377,84,Indie,Sebasa Games,Sebasa Games,2755330
The Star Named EOS,22-07-2024,4088,15.39,48781.0,2.0315298114286238,98,AA,PLAYISM,Silver Lining Studio,1619230
Akimbot,29-08-2024,2972,20.39,48668.0,4.851068204451029,89,Indie,PLAION,Evil Raptor,1843540
Sex College 🔞,23-03-2024,6811,10.39,48572.0,4.650505722876416,75,Indie,Lust Desires 🖤,Lust Desires 🖤,2820590
Hero Emblems II,05-08-2024,4958,12.39,48495.0,11.237179230279276,57,Indie,HeatPot Games,HeatPot Games,2417940
Island of Penance,12-04-2024,5107,13.39,48490.0,2.679548204994835,58,Indie,Kagura Games,ONEONE1,1287130
ダンジョンアーティファクト,03-04-2024,6339,10.39,48382.0,10.618725788107303,95,Indie,ExertionGame,いとこん,2144220
RUMBLE BLAZING,02-08-2024,2468,25.39.00,48303.0,2.4797438578385345,74,Indie,Nekonomeme,Nekonomeme,2827610
CATO: Buttered Cat,05-09-2024,5423,11.39,48270.0,2.413951122043976,99,Indie,GCORES PUBLISHING,Team Woll,1999520
Prisoners,15-08-2024,15169,05.39,48107.0,4.380900979983956,81,Indie,Brave Cat Games,Brave Cat Games,2725200
Only Up !,04-03-2024,7742,07.39,47875.0,1.270125251308995,24,Indie,WGI GAMING,WGI GAMING,2842590
Pixel Noir,08-02-2024,3129,25.39.00,47871.0,8.461323747170796,67,Hobbyist,,SWDTech Games,754320
Time to Morp,07-03-2024,3073,20.39,47790.0,6.805357085340336,86,Indie,Yogscast Games,Team HalfBeard,977510
Ad Fundum,13-06-2024,8182,07.39,47737.0,7.320560806047535,96,Indie,Oldbut Gold,Oldbut Gold,2647820
Angel Tear: Goddess Betrayed,19-07-2024,3242,20.39,47476.0,3.103139905214389,89,Indie,Kagura Games,SYRUP many milk,2420640
AMANATSU ~Perfect Edition~,16-05-2024,3238,20.39,47037.0,12.38832515614368,97,Indie,Shiravune,AZARASHI SOFTWARE,2825300
Sex Faculty🔞,09-03-2024,7182,10.39,46668.0,1.8866371645860305,76,Indie,BanzaiProject,BanzaiProject,2834180
Terra Randoma,23-05-2024,4392,15.39,46626.0,17.726065266519086,90,Indie,Deniz K.,Deniz K.,1120400
City Lights Love Bites Season 0 [Pilot Season],12-07-2024,27901,2.0,46602.0,0.9445049616150892,92,Indie,NaughtyOba,NaughtyOba,3011560
KALPA: Cosmic Symphony,15-08-2024,2583,20.39,46470.0,2.186317638434692,88,Indie,"QueseraGames Co., Ltd.","QueseraGames Co., Ltd.",2717010
Perfect Round Disc Golf,07-03-2024,3116,20.39,46195.0,12.957938012814404,85,Indie,Tree Branch Games,Tree Branch Games,1029570
Morbid: The Lords of Ire,17-05-2024,2510,25.39.00,46151.0,7.0157506347407965,70,Indie,Merge Games,Still Running,2171560
Intergalactic Ecstasy,26-01-2024,3132,18.39,46101.0,2.6476609309802157,79,Indie,HFTGames,HFTGames,2706390
Time Survivors,15-01-2024,12782,05.39,46036.0,4.545911246301737,0,Indie,Lunar Chili,Lunar Chili,2211390
Seal: WHAT the FUN,03-05-2024,4629,15.39,45723.0,41.23363340331073,92,Indie,PLAYWITH KOREA Inc.,PLAYWITH GAMES Inc.,2347910
Lost:Antinomy,24-03-2024,22208,03.39,45518.0,5.613759191806671,93,Indie,IMaiIna,IMaiIna,2521180
"Rolling Hills: Make Sushi, Make Friends",04-06-2024,3510,15.39,45463.0,5.836771067156361,90,AA,Humble Games,"Catch & Release, LLC",1235100
CLeM,06-02-2024,3701,16.39,45414.0,3.4909755750433638,92,Indie,Iceberg Interactive,Mango Protocol,1861440
Dungeon Dreams 2,08-02-2024,2784,20.39,45410.0,43.46055529505093,93,Indie,DDreams Games,DDreams Games,1843470
Dreamlike Love with Seira,23-08-2024,7884,07.39,45337.0,2.29505412088319,98,Indie,JAST,るび様崇める会,2986260
Rocking Legend,17-06-2024,2552,25.39.00,45198.0,3.057272110032212,77,Indie,Domuro Soft,Domuro Soft,1260800
七度荒域：混沌之树,16-08-2024,6965,12.39,45169.0,3.5675660187250444,81,Indie,Lightimpact,Lightimpact,3088410
"SEX, BEACH & GIRLS ⛱ 💦",10-08-2024,8167,07.39,45074.0,2.1406784793960285,84,Indie,Taboo Tales 💘,Pocket Rocket Studio 🚀,3009830
Spanky!,29-04-2024,5721,10.39,44989.0,2.4737233399859564,83,Indie,HappyHead Games,HappyHead Games,1732420
Deathbound,08-08-2024,1843,30.39.00,44908.0,7.426871347947235,80,Indie,Tate Multimedia,Trialforge Studio,1277130
NINJA SLAYER NEO-SAITAMA IN FLAMES(ニンジャスレイヤー ネオサイタマ炎上),23-07-2024,2496,20.39,44905.0,1.7177040895401547,41,Indie,"KADOKAWA CORPORATION,KADOKAWA Game Linkage,ABC ANIMATION",Skeleton Crew Studio,2752330
Undead Inc.,02-05-2024,2610,20.39,44449.0,5.721536277943006,37,AA,Team17,Rightsized Games,2104880
Disco Simulator,05-03-2024,3817,15.39,44231.0,5.355468195030205,79,Indie,"Games Incubator,PlayWay S.A.","Games Incubator,Frozen Cave Studio",1226970
Stories from the Outbreak,20-02-2024,3683,20.39,44160.0,10.832185606695251,87,Indie,Coldwild Games,Coldwild Games,1968630
Taimanin Yukikaze,29-04-2024,4008,15.39,44103.0,4.909042849615716,91,Indie,Shiravune,Lilith,2739700
Kurone's Feelings ~Apprentice Witch of Starfall Village~,26-01-2024,3644,15.39,43908.0,1.5584217212031242,90,Indie,OTAKU Plan,Bielograf,2307300
Project L33T,25-07-2024,1626,30.39.00,43887.0,10.281846003295016,65,Indie,Holmgard Games,Holmgard Games,2803360
Croakoloco,06-05-2024,9864,06.39,43768.0,15.216373611874015,93,Indie,Ryan Forrester,Ryan Forrester,2628420
Class of Heroes 2G: Remaster Edition,26-04-2024,2675,20.39,43725.0,13.578361345315052,65,Indie,"PQube,ACQUIRE Corp.",Zerodiv,2195790
Kanon,19-06-2024,1786,30.39.00,43678.0,12.337163860694352,98,Indie,VISUAL ARTS,VISUAL ARTS/Key,2850310
Shoulders of Giants: Ultimate,12-08-2024,2653,20.39,43600.0,4.806888108585829,90,Indie,Moving Pieces Interactive,Moving Pieces Interactive,2283880
Dragon Chronicles: Black Tears,14-07-2024,3987,15.39,43542.0,10.166710361745633,77,Indie,Nyou,Nyou,2701350
The Heroes Around Me,14-06-2024,7510,07.39,43017.0,2.8589233773670752,0,Indie,OKJOY,OKJOY,1768470
Monster Jam™ Showdown,29-08-2024,955,50.39.00,42966.0,4.484917932813896,80,Indie,Milestone S.r.l.,Milestone S.r.l.,2350280
Bagel Love Story,20-05-2024,13134,04.39,42955.0,2.7087018909894858,98,Indie,NVLMaker,橘子班,2798600
